date,open,high,low,close,volume
2025-09-27 14:09:27.998580,150.0,148.12454788359742,146.40947194722634,147.63794348013454,9530262
2025-09-28 14:09:27.998580,147.63794348013454,145.51105301118295,144.80697127901766,145.29929301094438,5837907
2025-09-29 14:09:27.998580,145.29929301094438,149.77171193858823,146.90053294039095,147.84327963167055,1807545
2025-09-30 14:09:27.998580,147.84327963167055,148.17163821149165,147.09073687317445,147.27415570823584,7160515
2025-10-01 14:09:27.998580,147.27415570823584,146.27854063423592,145.42331280046935,145.65431312383737,5154124
2025-10-02 14:09:27.998580,145.65431312383737,145.73055273260505,144.51654374342195,144.88458979571277,4462372
2025-10-03 14:09:27.998580,144.88458979571277,144.55361617640813,142.64779772009854,143.0108666934613,1081324
2025-10-04 14:09:27.998580,143.0108666934613,148.76951479889456,146.7803849382614,148.6581311785328,2405381
2025-10-05 14:09:27.998580,148.6581311785328,155.38102725833738,153.2314335569648,154.17590057794106,4667613
2025-10-06 14:09:27.998580,154.17590057794106,155.2614283126234,154.4300879723434,154.99942068485012,8529571
2025-10-07 14:09:27.998580,154.99942068485012,156.13058087285557,154.31331328953516,155.29248791141487,4019163
2025-10-08 14:09:27.998580,155.29248791141487,154.91693941969137,152.34375788831184,152.59382293252978,3756281
2025-10-09 14:09:27.998580,152.59382293252978,150.42172155835246,149.20847626093794,150.00913337641256,7631974
2025-10-10 14:09:27.998580,150.00913337641256,147.0117442595303,146.0350827173483,146.86873247455134,3312447
2025-10-11 14:09:27.998580,146.86873247455134,148.28886505438865,147.3708291285956,148.2531887604986,1300695
2025-10-12 14:09:27.998580,148.2531887604986,151.93009631366675,148.21646942596163,149.5071800392739,9359920
2025-10-13 14:09:27.998580,149.5071800392739,152.32490067407772,150.5854900243854,151.4436991509365,4130408
2025-10-14 14:09:27.998580,151.4436991509365,153.22407343767432,152.94927610744463,153.20753526671152,9644194
2025-10-15 14:09:27.998580,153.20753526671152,148.56284456408622,146.21091223229672,148.23413982264103,9340647
2025-10-16 14:09:27.998580,148.23413982264103,148.49341956714184,146.70033043094145,148.2143265719486,1949182
2025-10-17 14:09:27.998580,148.2143265719486,153.99645671463824,150.1920674875754,151.26380496097664,9733755
2025-10-18 14:09:27.998580,151.26380496097664,153.3756220115957,150.8379087196188,153.0201824054431,2820247
2025-10-19 14:09:27.998580,153.0201824054431,148.06754573775663,145.80126530009122,147.63807418351243,8429288
2025-10-20 14:09:27.998580,147.63807418351243,149.1699532302559,146.33425595250404,146.71236511085405,5193591
2025-10-21 14:09:27.998580,146.71236511085405,149.69516413435167,149.0589443652311,149.1580152692398,7164326
2025-10-22 14:09:27.998580,149.1580152692398,155.8244521797381,152.56111270331317,155.79284708385896,8841604
2025-10-23 14:09:27.998580,155.79284708385896,163.50406136981584,159.22147100926645,163.20042004927458,6973421
2025-10-24 14:09:27.998580,163.20042004927458,168.755943865172,165.752041945214,166.93915565371486,6643376
2025-10-25 14:09:27.998580,166.93915565371486,163.99543291482007,162.37586549646846,163.63980784137624,2412737
2025-10-26 14:09:27.998580,163.63980784137624,171.8006510915445,168.717937810546,169.76424761310201,6735657
2025-10-27 14:09:27.998580,169.76424761310201,167.7144147193715,166.14662064039396,166.4287052923696,4111104
2025-10-28 14:09:27.998580,166.4287052923696,163.77812207885555,162.0974933350198,162.68287375902918,2404256
2025-10-29 14:09:27.998580,162.68287375902918,161.3477061693533,160.16972620080517,160.34372768372822,2735798
2025-10-30 14:09:27.998580,160.34372768372822,169.6613842086788,165.67808554683646,166.77377797403153,1225669
2025-10-31 14:09:27.998580,166.77377797403153,175.12990992860145,170.84663822546236,171.72401914014475,1209062
2025-11-01 14:09:27.998580,171.72401914014475,172.86639291715278,170.16365036014395,171.9061744424914,2139284
2025-11-02 14:09:27.998580,171.9061744424914,178.4989194141793,177.19342794319513,178.1592937866984,2956258
2025-11-03 14:09:27.998580,178.1592937866984,176.2847554853153,173.58558835695908,175.5448719664665,6625988
2025-11-04 14:09:27.998580,175.5448719664665,177.67023996655402,173.37199977607193,174.72891506478288,9145311
2025-11-05 14:09:27.998580,174.72891506478288,177.6465785348177,176.14735357579562,177.54253210224584,5703339
2025-11-06 14:09:27.998580,177.54253210224584,176.66510678595316,174.46503189049992,175.0379735781409,7233014
2025-11-07 14:09:27.998580,175.0379735781409,180.44741404793274,178.6671731900648,179.2408236848607,5584935
2025-11-08 14:09:27.998580,179.2408236848607,184.46122039209538,182.22322771451712,183.53483353421714,9713108
2025-11-09 14:09:27.998580,183.53483353421714,182.76623172233334,179.4484707200436,180.05976067496445,4129317
2025-11-10 14:09:27.998580,180.05976067496445,187.22124857399385,185.89228538328274,186.63309084025346,4641553
2025-11-11 14:09:27.998580,186.63309084025346,189.8300217266161,188.81727236242995,189.81631304025277,3339724
2025-11-12 14:09:27.998580,189.81631304025277,189.49582147509736,186.3473065656667,186.8718391484238,4248930
2025-11-13 14:09:27.998580,186.8718391484238,190.4831416750425,187.82325579419432,189.56616568630153,8902574
2025-11-14 14:09:27.998580,189.56616568630153,184.67632452987442,178.3760702173144,181.66477212461746,4484583
2025-11-15 14:09:27.998580,181.66477212461746,186.38660264978324,183.54725451099557,184.3273570346513,4629781
